formula,image
"\sum _ { i + j = n + 1 } \sum _ { \sigma } \chi ( \sigma ) ( - 1 ) ^ { i ( j - 1 ) } k _ { j } ( k _ { i } ( \xi _ { \sigma ( 1 ) } , \dots , \xi _ { \sigma ( i ) } ) , \xi _ { \sigma ( i + 1 ) } , \dots , \xi _ { \sigma ( n ) } ) = 0",20b96c6a01.png
\Lambda _ { p q } ( r ) = T _ { p p } ^ { - r } M _ { p q } T _ { q q } ^ { - r ^ { * } },1d09f826a3.png
"\tilde { \tau } = A \tau + b \varphi \, , \qquad \tilde { \varphi } = r _ { + } \varphi \, ,",21781d2951.png
"\underline { { A } } _ { 0 \mu } \left( \mathbf { x , } t \right) = e ^ { - i H _ { W 0 } t } \underline { { A } }",6bdf89cbae.png
< \prod _ { i = 1 } ^ { N } s _ { \pm } ( w _ { i } ) > _ { \pm N } ^ { \mu = 0 } = ( - m e ^ { \gamma } / 4 \pi ) ^ { N } \operatorname { e x p } ( - 2 \sum _ { i > j } K _ { 0 } ( m \vert w _ { i } - w _ { j } \vert ) ),51360d7cfb.png
"\left[ \frac { a ( v _ { j } ) a ^ { \iota _ { 2 } } ( \bar { v } _ { j } ) } { b ( v _ { j } ) b ^ { \iota _ { 2 } } ( \bar { v } _ { j } ) } \right] ^ { N } = - \prod _ { i \neq j } ^ { n } \frac { a ( v _ { j } - v _ { i } ) } { a ( v _ { i } - v _ { j } ) } , \qquad j = 1 , . . . n .",5794d1abf8.png
"\mathrm { R e } \, \mathrm { T r } \, [ - \frac { i } { 2 } \lambda \chi S _ { 2 } \chi ^ { \dagger } ] = \mathrm { T r } \, [ \frac { 1 } { 2 } \lambda _ { 2 } \chi S _ { 2 } \chi ^ { \dagger } ] ~ ,",e3765f9ccf.png
"\begin{array} { l } { p _ { m a x } = [ \frac { ( s - 1 ) n } { M } + \frac { 1 } { 2 } ] , } \\ { u ( p ) = ( 2 p + 1 ) \frac { M } { 2 n } + 1 , } \\ { l ( p ) = ( 2 p - 1 ) \frac { M } { 2 n } + 1 , } \\ { g ( s ) = \left\{ \begin{array} { l l } { k } & { \mathrm { i f ~ s = 2 k , } } \\ { k + 1 } & { \mathrm { i f ~ s = 2 k + 1 , } } \\ \end{array} \right. } \\ \end{array}",1a50dd7278.png
"n _ { R } ( P , p ) = \langle \Psi _ { h } ( P ) | a _ { R } ^ { + } ( p ) a _ { R } ( p ) | \Psi _ { h } ( p ) \rangle = \frac { 2 \pi } P \ .",60e98c1e58.png
"T _ { + } P _ { m } ( \xi _ { 1 } , \cdots , \xi _ { N } ) = 0 , \; \; \; T _ { 0 } P _ { m } = \mu _ { m } P _ { m } ,",6e53c0c7e2.png
"A _ { j k } ( x ) = c _ { j k } { \frac { \Phi ( x , \nu _ { j k } ) } { \Phi ( x , \mu _ { j k } ) } } e \sp { \lambda _ { j k } x }",2d5a62b1d0.png
"y ^ { \delta } \tilde { \Gamma } ^ { \alpha } { } _ { \beta \delta } \tilde { B } ^ { \beta } | _ { 1 + 3 } = y ^ { \delta } d x ^ { \sigma } [ \Gamma ^ { \alpha } { } _ { \beta \delta } B ^ { \beta } { } _ { , \sigma } + \Gamma ^ { \alpha } { } _ { \beta \delta } \Gamma ^ { \beta } { } _ { \sigma \tau } B ^ { \tau } + \Gamma ^ { \alpha } { } _ { \beta \delta , \sigma } B ^ { \beta } ] .",5a6765133a.png
"S = \int \! { \frac { d ^ { 4 } k } { ( 2 \pi ) ^ { 4 } } } \, \Bigl [ { \cal F } ( k , \infty ) - { \cal F } ( k , \epsilon ) \Bigr ] \phi _ { 0 } ( - k ) \phi _ { 0 } ( k ) \, ,",6eca245497.png
\Omega ^ { R } = - { \frac { \kappa } { 8 \pi } } \int _ { 0 } ^ { \ell } d x \; T r \; \delta v v ^ { - 1 } \partial _ { x } ( \delta v v ^ { - 1 } ),42800b1059.png
\Pi _ { i j } ^ { - } \left( L _ { n } ^ { 1 / 2 } ( x ) \right) _ { j l } { \cal L } _ { n } ( x ) \Pi _ { l k } ^ { + } = 0 .,196bbd5fa3.png
"H _ { F } ^ { ( 0 ) } = - 2 \operatorname { l n } x _ { 1 2 } - \operatorname { l n } \partial _ { 1 } - \operatorname { l n } \partial _ { 2 } - \partial _ { 1 } ^ { - 1 } ( x _ { 1 2 } ) ^ { - 1 } + 2 \psi ( 1 ) ,",3e2f1f8509.png
"\sum _ { l } l r _ { n , l } ^ { ( A ) } = | r | _ { n } ~ .",163ad655e1.png
"\Phi _ { \bf \{ \mu _ { 1 } \mu _ { 2 } \cdots \mu _ { n _ { 1 } } , \nu _ { 1 } \} \nu _ { 2 } \cdots \nu _ { n _ { 2 } } } ( x ) = 0 .",21b67bf090.png
G _ { \mu \nu \rho \sigma } = - \bar { g } _ { \mu \rho } \bar { g } _ { \nu \sigma } \nabla _ { \beta } \nabla ^ { \beta } - 2 \bar { R } _ { \mu \rho \nu \sigma } .,61383e3fe6.png
"z ^ { n } ( 1 - z ) \frac { d ^ { n } f } { d z ^ { n } } + \sum _ { \nu = 0 } ^ { n - 1 } ( a _ { \nu } - b _ { \nu } z ^ { \nu } ) \frac { d ^ { \nu } f } { d z ^ { \nu } } = 0 \, .",60641fbd75.png
"n _ { a } = ( \frac { 1 + z \bar { z } } { 1 - z \bar { z } } , \frac { z + \bar { z } } { 1 - z \bar { z } } , i \frac { z - \bar { z } } { 1 - z \bar { z } } )",1d961040c1.png
T _ { \mathrm { D i r a c } } = m \langle \psi \tilde { \psi } \rangle = m \rho \operatorname { c o s } \beta,51bf620f5c.png
\gamma _ { n } = \int _ { 0 } ^ { \infty } x ^ { n } d \rho \left( x \right),ccb5332dcf.png
c = \sqrt { \frac { 1 } { 6 } \left( a ^ { 2 } + 2 b _ { \infty } ^ { 2 } + 4 \eta _ { \infty } ^ { 2 } - A _ { \infty } ^ { 2 } \right) },74969c77de.png
H = \frac { 1 } { 2 } \pi _ { 1 } ^ { 2 } + \frac { 1 } { 2 } ( 1 + \frac { 1 } { g ^ { 2 } x _ { 1 } ^ { 2 } } ) \pi _ { z } ^ { 2 } + V ( x _ { 1 } ^ { 2 } ),78a6f9f186.png
"[ L _ { n } , L _ { m } ] = ( n - m ) L _ { n + m } + \frac { n ^ { 3 } - n } { 1 2 } \delta _ { n + m } \, .",3daf4465f2.png
"J _ { C _ { ( p + 1 ) } } = \frac { \sqrt { 2 } \, T _ { p } } { ( p + 1 ) ! } \, V _ { p + 1 } \, C _ { \alpha _ { 0 } \ldots \alpha _ { p } } \, \varepsilon ^ { \alpha _ { 0 } \ldots \alpha _ { p } }",512b1d6758.png
"e ^ { - t A } = \int _ { C } \frac { i d \lambda } { 2 \pi } e ^ { - t \lambda ^ { 1 / 2 } } ( A - \lambda ) ^ { - 1 } ,",3faa74203e.png
"t \to t ^ { \prime } = ( \operatorname { c o s } \alpha ) ^ { - 1 } ( t + y \operatorname { s i n } \alpha ) , \ \ \ \ \ y \to y ^ { \prime } = ( \operatorname { c o s } \alpha ) ^ { - 1 } ( y + t \operatorname { s i n } \alpha ) .",73db8f9916.png
"\Phi _ { 0 } = { \frac { \eta } { 2 \sqrt { 1 5 } } } \mathrm { d i a g } ( 2 , 2 , 2 , - 3 , - 3 )",1b7bf90a35.png
"\Phi = e ^ { 2 k r _ { c } \left| \phi \right| } \left( A e ^ { k r _ { c } \nu \left| \phi \right| } + B e ^ { - k r _ { c } \nu \left| \phi \right| } \right) ,",276c41fab5.png
"\Psi _ { 1 } = \frac { 1 } { \sqrt { 2 } } \left( \begin{array} { r c l } { i \xi ^ { 4 } } & { + } & { \xi ^ { 5 } } \\ { i \xi ^ { 6 } } & { + } & { \xi ^ { 7 } } \\ \end{array} \right) ,",a6d362c1a4.png
"\zeta ( \nu | \beta ) = { \frac { \varrho ^ { - 2 \nu } } { 2 \pi i } } \int _ { \mu } ^ { \infty } d \omega \int _ { C } d z \sum _ { \sigma _ { l } } { \frac { \breve { \Phi } ( \omega ; z ) } { z - \sigma _ { l } } } ( z ^ { 2 } + \omega ^ { 2 } ) ^ { - \nu } ~ ~ ~ ,",3e882962bf.png
"( M _ { 0 4 } ^ { ( + ) } ) _ { F } = \mu \sum _ { j } \int v _ { 0 } a ( { \bf v } , j , 1 ) ^ { * } a ( { \bf v } , j , 1 ) d \rho ( { \bf v } )",f41326d6fa.png
"P ( T x , t _ { 2 } ) = \left| \langle x \right| T ^ { \dagger } T \left| \psi ( t _ { 1 } ) \rangle \right| ^ { 2 } = P ( x , t _ { 1 } ) .",72bff45cee.png
"\Psi ( u , v , \rho ) = \left( \begin{array} { c } { { \cal { U } } ( u , v , \rho ) } \\ { { \cal { V } } ( u , v , \rho ) } \\ \end{array} \right) ,",71b7faa31d.png
"\Lambda _ { + } = { \frac { 1 } { 2 } } \gamma ^ { 0 } \gamma ^ { + } = { \frac { 1 } { 4 } } \gamma ^ { - } \gamma ^ { + } = { \frac { 1 } { 2 } } \left( \begin{array} { c c } { 1 } & { \sigma _ { 3 } } \\ { \sigma _ { 3 } } & { 1 } \\ \end{array} \right) \; ,",3db021c5f2.png
"\left( Y ^ { \mu } \right) ( \tau , \sigma ^ { 1 } , \sigma ^ { 2 } ) = \left( \begin{array} { c } { \tau } \\ { Y ^ { 1 } ( \tau , \sigma ^ { 1 } , \sigma ^ { 2 } ) } \\ { Y ^ { 2 } ( \tau , \sigma ^ { 1 } , \sigma ^ { 2 } ) } \\ { Y ^ { 3 } ( \tau , \sigma ^ { 1 } , \sigma ^ { 2 } ) } \\ \end{array} \right) ,",37a1ea3a21.png
"{ \alpha } _ { 1 } = \displaystyle \frac { g ^ { 2 } C _ { V } } { 4 \pi } , \quad { \alpha } _ { 2 } = - \displaystyle \frac { g ^ { 2 } C _ { V } } { 3 2 \pi } , \quad { \beta } _ { 1 } = - \displaystyle \frac { g ^ { 2 } C _ { V } } { 1 6 \pi } , \quad { \beta } _ { 2 } = 0 \, .",4c10e00514.png
3 | x | ^ { 4 } ~ \sim ~ 6 x ^ { 2 } \left( x \cdot y \right) ~ \sim ~ 4 \left( x \cdot y \right) ^ { 2 } + 2 x ^ { 2 } y ^ { 2 } .,39ca94b02e.png
"F ( x , y ) : = \left\langle \psi , \left[ \varphi ^ { ( + ) } ( x ) , \varphi ^ { ( + ) } ( y ) \right] \Omega \right\rangle",3314c53a56.png
"\partial _ { + } ( \gamma ^ { - 1 } \partial _ { - } \gamma ) = [ c _ { - } , \gamma ^ { - 1 } c _ { + } \gamma ] .",16ef1067e3.png
\frac { \partial } { \partial \Phi _ { m } } \Gamma ( \Phi ) = ( \frac { \partial } { \partial \Phi _ { m } } \frac { \partial } { \partial \Phi _ { n } } \Gamma ( \Phi ) ) \Phi _ { n },6216e25180.png
"i n d \, D _ { + } = \frac { 1 } { ( 2 \pi ) ^ { 2 } } \int _ { M } \left( \frac { i ^ { 2 } } { 2 } \, t r \, F ^ { 2 } + \frac { r } { 4 8 } \, t r \, R ^ { 2 } \right) \hspace { 2 c m } d = 4",4fa9f61deb.png
g ( { \Phi } _ { i } ) \hspace { 0 . 1 i n } \rightarrow \hspace { 0 . 1 i n } e ^ { - 2 i \alpha } g ( { \Phi } _ { i } ),5fdb192ad3.png
"\Psi _ { j } \left( { \bf r } , t \right) = \frac { \mathrm { e } ^ { i { \bf k } _ { j } \cdot { \bf r } - i E _ { { \bf k } _ { j } } t } } { \sqrt { 2 \vert E _ { { \bf k } _ { j } } \vert \Omega } } \, , \quad \Phi \left( { \bf r } , t \right) = \frac { g } { \mu _ { 0 } ^ { 2 } } \frac { N } { 2 \vert E _ { { \bf k } _ { j } } \vert \Omega } \, , \quad \Omega \rightarrow \infty \, ,",7eafd2e46c.png
"S _ { f } ^ { f r e e } ( m ; \psi , \overline { \psi } ) = - \lbrack \overline { \psi } \gamma ^ { \mu } \partial _ { \mu } \psi + m \overline { \psi } \psi \rbrack .",38c4b782b8.png
\sum _ { Q } { \binom { K } { Q } } \biggl ( D _ { K - Q } E _ { A } ^ { P } E _ { C } ^ { L } ( f ) D _ { Q + M + L + P + N - I } E _ { D } ^ { M } ( g ) - ( F \leftrightarrow G ) \biggr ),436a1c126f.png
"{ \cal A } _ { D - 2 } = \omega _ { s + 1 } L ^ { D - s - 3 } \sum _ { c } \prod _ { I } \left( \prod _ { a } Q _ { a c } ^ { ( I ) } \prod _ { b } P _ { b c } ^ { ( I ) } \right) ^ { \frac { \sigma ^ { ( I ) } } { 2 } } ,",405fab3bd4.png
"{ k } _ { I } = \frac { \sqrt { \operatorname* { d e t } { \hat { g } } _ { I + 1 } \operatorname* { d e t } { \hat { g } } _ { I - 1 } } } { \operatorname* { d e t } { \hat { g } } _ { I } } ,",528e944cc2.png
"\begin{array} { l l } { b = \frac { 1 } { \sqrt { 2 \theta } } ( \hat { x } _ { 1 } + i \hat { x } _ { 2 } ) , } & { b = \frac { 1 } { \sqrt { 2 \theta } } ( \hat { x } _ { 1 } - i \hat { x } _ { 2 } ) } \\ \end{array}",42e26c8ad9.png
A \rightarrow U A U ^ { - 1 } + \frac { 1 } { e } U d U ^ { - 1 } .,a686524785.png
\lambda _ { g } ~ = ~ \frac { 1 } { 2 } ~ - ~ \frac { 1 2 } { \pi ^ { 2 } N },4efa32ae80.png
"g z _ { s } = \omega z _ { s } ~ , ~ ~ ~ R _ { s } z _ { s ^ { \prime } } = - ( - 1 ) ^ { \delta _ { s s ^ { \prime } } } z _ { s ^ { \prime } } ~ .",2b82260974.png
"\left[ L _ { n } ^ { \left( \pm \right) t o t } \, , \, J _ { m } ^ { \left( \pm \right) t o t } \, \right] = - m J _ { n + m } ^ { \left( \pm \right) t o t } .",41bd80eb75.png
"\frac { \partial \zeta ^ { ( \lambda \mu \alpha ) } } { \partial \zeta ^ { ( \tau , \nu , \beta ) } } = \psi _ { ( \tau , \nu , \beta ) } ^ { ( \lambda \mu \alpha ) } = \frac { 1 } { 2 } \left( D _ { ( \tau , \nu , \beta ) } ^ { ( \lambda \mu \alpha ) } + \omega _ { ( \tau , \nu , \beta ) } ^ { ( \rho , \omega , \gamma ) } D _ { ( \rho , \omega , \gamma ) } ^ { ( \lambda \mu \alpha ) } \right) .",75147fc882.png
"\begin{array} { l l } { J _ { A } = - { \frac { \partial _ { r } \Gamma } { \partial \Phi ^ { A } } } , } & { { \frac { \partial _ { l } W } { \partial K _ { A } } } = { \frac { \partial _ { l } \Gamma } { \partial K _ { A } } } , } \\ \end{array}",2cdf82c404.png
A _ { \mu } ^ { F - S } ( x ) = \int _ { 0 } ^ { 1 } G _ { \nu \mu } ( x t ) x ^ { \nu } t d t,2a76ba5507.png
\sum _ { i = 1 } ^ { \infty } \lambda ^ { - i } \beta _ { 1 2 } ^ { ( i - 1 ) } = \beta _ { 1 2 } ( { \bf u _ { 2 } } - [ \lambda ^ { - 1 } ] ) \frac { \tau ( { \bf u _ { 2 } } - [ \lambda ^ { - 1 } ] ) } { \lambda \tau ( t ) },2404a13b50.png
| v a c \rangle = \prod _ { n = - \infty } ^ { - 1 } a _ { n } ^ { \dagger } | 0 \rangle \otimes \prod _ { n = 0 } ^ { \infty } b _ { n } ^ { \dagger } | 0 \rangle .,775f5353fb.png
"a ( \eta ) = \biggl ( - \frac { \eta } { \eta _ { 1 } } \biggr ) ^ { - \beta } , ~ ~ ~ ~ \eta < - \eta _ { 1 } ,",213c9ad32a.png
"( m _ { 1 } , m _ { 2 } , m _ { 3 } , m _ { 4 } , \ldots , m _ { k } ) = ( m , - m , m , - m , \ldots , - m )",42b643560e.png
"\Lambda _ { \alpha } \bar { \Lambda } _ { \dot { \beta } } \bar { \mathrm { \raisebox { 0 e x } [ 1 . 7 5 e x ] [ 0 e x ] { ~ D ~ } } } \bar { \Theta } ^ { \dot { \beta } } = 0 , \ \ \ \ \ \, L a m b d a _ { \alpha } \bar { \Lambda } _ { \dot { \beta } } D \Theta ^ { \alpha } = 0",42a79e571f.png
"Q = L _ { \perp } ^ { 2 } \int d x ^ { - } \, J ^ { + } = i L _ { \perp } ^ { 2 } \int d x ^ { - } \left[ \partial _ { - } A _ { r } , A _ { r } \right] \; .",3432773609.png
\nabla X ^ { I } = \mp * \nabla X ^ { J } I _ { J } { } ^ { I },6602da150b.png
\sqrt { a } = - \int _ { 0 } ^ { \infty } \frac { d s } { \sqrt { \pi s } } \; \frac { d } { d s } \; e ^ { - a s } \; .,31c97b05f9.png
"g ( E _ { a } , E _ { b } ) = { \eta } _ { a b } \quad ; \quad g ( E _ { a } , n _ { i } ) = 0 \quad ; \quad g ( n _ { i } , n _ { j } ) = { \delta } _ { i j }",73961306c8.png
S _ { \tiny T M G T } [ B ] = S _ { \tiny f } [ \phi ] + S _ { \tiny L } [ a ],4ef5522b75.png
"\widehat { \Sigma } = \widetilde { \mathcal { S } } \; + \; t r \int d ^ { 4 } x \; b \partial A \; ,",4bed0a8529.png
\vec { { \cal H } } = \Phi \delta ( x ) \delta ( y ) \vec { e } _ { 3 },7b0c3d4000.png
"\lbrack D ^ { \mu } , F ^ { \nu \lambda } ] + [ D ^ { \nu } , F ^ { \lambda \mu } ] + [ D ^ { \lambda } , F ^ { \mu \nu } ] = 0",1fb9e94f1e.png
K = - \beta H + { \bf v } { \bf P } .,75a7924a74.png
\left. \rho _ { + } \right| _ { \delta = 0 } = f _ { 0 } + s _ { 0 } = 0,519331714c.png
\Psi _ { i } ( x _ { n } ) \Phi _ { j } ( x _ { m } ) = q \hat { { \cal R } } _ { l k j i } ( q ) \Phi _ { k } ( x _ { m } ) \Psi _ { l } ( x _ { n } ),33873bb99f.png
\int _ { { \cal M } ^ { 1 + 3 } } j _ { 3 } \wedge { \tilde { \cal A } } _ { 1 } = \int _ { \partial { \cal M } ^ { 1 + 1 } } { \hat { \cal A } } _ { 1 } .,72118c059d.png
"( D T ) _ { r } \equiv \int _ { - \pi } ^ { \pi } d z D ( x , z ) T ( x _ { 1 , } x _ { 2 } , \ldots , x _ { r - 1 } , z , x _ { r - 2 } , \ldots , x _ { k } )",76a0c5d8b7.png
"\delta _ { \rho } \xi = i \mathrm { \boldmath ~ \rho ~ } \mathrm { \boldmath ~ \sigma ~ } \xi ,",7aef4d54e0.png
\Gamma _ { 4 } ( \varphi _ { c } ) = - \mathrm { l n } \int { \cal D } \delta \varphi { \cal D } \delta \varphi ^ { \dagger } { \cal D } v { \cal D } \Lambda \mathrm { e x p } \{ - \int d ^ { 4 } x \tilde { \cal L } ( \varphi _ { c } + \delta \varphi ) \} .,7c7046f4ac.png
"\frac { T _ { c } ^ { 2 } } { m ^ { 2 } } = \frac { 1 2 } { \lambda _ { \varphi \chi } - 3 \lambda _ { \varphi } } \; ,",3033afe3c1.png
"\left[ e ^ { i g \int _ { x } ^ { x + \epsilon ^ { \mu } } A \cdot d x } \Psi ( x + \epsilon ^ { \mu } ) e ^ { - i g \int _ { x } ^ { x + \epsilon ^ { \mu } } A \cdot d x } , \Psi ( x ) \right]",78a4e1c497.png
"\alpha = \frac { F _ { L } ^ { ^ { \prime } } } { F _ { L } } L , \qquad T = - ( D + 2 \beta ) L",56eb2a23da.png
"( \overline { { W } } , \, \frac { 1 } { C ^ { \prime } U ^ { \prime } - \xi } \, W ) = V _ { 0 0 } + \frac { b } { 2 } \frac { \xi + 1 } { \xi - 1 } .",4fa8ec2a72.png
"{ \frac { 1 } { 2 } } \sum _ { r = 0 } ^ { 2 } j _ { 0 , r } = 0 .",122d1e4eb2.png
\operatorname { c o s h } ( \hat { a } - \hat { f } ) + \operatorname { c o s } ( \bar { a } + \bar { f } ),280e3885d2.png
\Pi _ { M M ^ { \prime } } ^ { A A ^ { \prime } } ( m ^ { 2 } ) = \sum _ { i = 1 } ^ { 3 } \Bigl ( \Pi _ { M M ^ { \prime } } ^ { ( i ) + A A ^ { \prime } } ( m ^ { 2 } ) + \alpha ^ { M ^ { \prime } } \eta ^ { A ^ { \prime } } \Pi _ { M M ^ { \prime } } ^ { ( i ) - A A ^ { \prime } } ( m ^ { 2 } ) \Bigr ) .,3811914a54.png
"\delta A = Q \Lambda + [ A , \Lambda ] \ .",73a2d0cce1.png
"\langle \sigma | \tau \rangle = \frac { \delta _ { T _ { \sigma } , T _ { \tau } } n ! } { | T _ { \sigma } | } ,",2fe306e562.png
1 + { \frac { Q _ { 5 } g } { \mu X ^ { 2 } } } + { \frac { g ^ { 2 } n } { R ^ { 2 } V \mu ^ { 4 } X ^ { 2 } } },12577b7575.png
\eta _ { 1 } = ( \hat { l } - \hat { h } ) ^ { - 1 } \chi _ { 1 },c5e5c1006b.png
"I = - \frac { \beta } { 2 } \int { \mathrm { T r } } ( \phi F ) \, ,",1766e21da0.png
\hat { \nabla } _ { \mu } N ^ { \mu 0 } = ( { \delta _ { \epsilon _ { k } } \lambda } ) ^ { \dagger } ( \delta _ { \epsilon _ { k } } \lambda ) + ( { \delta _ { \epsilon _ { k } } \chi } ) ^ { \dagger } ( \delta _ { \epsilon _ { k } } \chi ) + \mathrm { f i e l d \; e q s . } = 0 \ .,62849d695a.png
"p _ { n } ^ { ( j ) } \vert \varpi > = < \varpi \vert p _ { - n } ^ { ( j ) } = 0 , \quad n > 0 , j = 1 , 2 .",1ac85f731a.png
\mathrm { ( i v ) } \qquad P ^ { \dagger } G P = - G .,74b733e54c.png
\psi _ { L } ^ { \dagger } \psi _ { L } = 1 \quad \quad \psi _ { R } ^ { \dagger } \psi _ { R } = 1 .,6a0473fcb1.png
"T ( N , 1 ) = \frac { T V } { 2 \pi ^ { 2 } \lambda } \sqrt { N ^ { 2 } + \frac { 4 \pi ^ { 4 } } { V ^ { 2 } } }",37f82d9011.png
"\mathcal { C } ^ { ( \pm ) } = \chi ^ { \pm } \; \left\vert \, \frac { X ^ { -- } } { X ^ { + + } } \, \right\vert ^ { \pm 1 / 4 } \; c _ { ( \pm ) } \, ( \phi , X )",73ff146c90.png
"H _ { D W } ( y ^ { a } , p _ { a } ^ { i } , x ^ { i } ) : = p _ { a } ^ { i } \partial _ { i } y ^ { a } - L",3aa12e630c.png
"W _ { f i } = \langle \, p _ { f } \, | \, q _ { i } \, \rangle \, \operatorname { e x p } \left( - i H ( p _ { f } ) \, T / \hbar \right) \, .",79f597cd0e.png
\delta w _ { c } = \frac { \partial w _ { c } } { \partial w _ { b } } \delta w _ { b } \ .,37018bcfb4.png
"V ( \varphi _ { c } ) \, = \, V ( \varphi _ { k p } ) \operatorname { e x p } \Biggr [ \frac { 2 \sqrt { 1 2 \pi } } { M _ { p } } ( \varphi _ { k p } - \varphi _ { c } ) \Biggr ] \, ,",5aa02e00c2.png
\left[ \partial _ { x _ { 0 } } ^ { 2 } - \frac { 1 } { x _ { 0 } } \partial _ { x _ { 0 } } + 4 \partial _ { + } \partial _ { - } - \frac { L ( L + 2 ) } { x _ { 0 } ^ { 2 } } \right] \phi = 0,5083516550.png
"( S _ { n } ^ { a } + i \eta M _ { a b } \tilde { S } _ { - n } ^ { b } ) | B , \eta \rangle = 0 , \qquad ( S _ { n } ^ { \dot { a } } + i \eta M _ { \dot { a } \dot { b } } \tilde { S } _ { - n } ^ { \dot { b } } ) | B , \eta \rangle = 0 .",2f563b81af.png
I _ { E } = - \frac { \pi } { 4 } \int d \sigma \left[ f ( R ) b ^ { 3 } - \beta \left( R + 6 \frac { \ddot { b } } { b } + 6 \frac { \dot { b } ^ { 2 } } { b ^ { 2 } } - \frac { 6 } { b ^ { 2 } } \right) \right],267fa5c5e2.png
B _ { q } ( u ) =,788dc4a8f1.png
"\left\{ \psi ( x ) , \psi ^ { \dagger } ( y ) \right\} = \delta ( x - y ) ~ ~ , ~ ~ \left\{ \psi ( k ) , \psi ^ { \dagger } ( l ) \right\} = \delta ^ { 3 } ( k - l ) ~ ~ .",26fd35e9f2.png
"\frac { 1 } { \widehat L } \ = \ \frac { 1 } { 2 } \ \left[ \, S + \bar { S } \ - \ \frac { 1 } { 8 \pi ^ { 2 } } \ \sum _ { i } \, \delta _ { G S } ^ { i } \operatorname { l n } ( T _ { i } + \bar { T } _ { i } ) \, \right] \ ,",4bb2179d8f.png
"Z = \int { \cal D } h _ { \mu \nu } { \cal D } \theta _ { \mu } { \cal D } \varphi { \cal D } b _ { \mu } { \cal D } b { \cal D } c _ { \mu } { \cal D } \bar { c } _ { \mu } { \cal D } c { \cal D } \bar { c } \operatorname { e x p } i \int d ^ { 4 } x \, L _ { \mathrm { T } , a = 1 } ^ { \prime } ,",3dc6f733f4.png
f ( t ) = { \alpha } \operatorname { s i n h } ( c t ) + { \beta } \operatorname { c o s h } ( c t ),4e14f5dacd.png
"U ( p ) = \operatorname { e x p } \left( - i \hbar ^ { - 1 } \sum _ { \mu = 0 } ^ { 3 } p _ { \mu } g _ { \mu , \mu } Q _ { \mu } \right)",70304ca877.png
y ^ { 2 } = x ^ { 3 } + a ( z ) x + b ( z ) .,389771ce38.png
R - 2 \partial ^ { \mu } \phi \cdot \partial _ { \mu } \phi = 0 \ .,184e83e1fd.png
I ( Q ^ { 2 } ) = v _ { 4 } \sum _ { n = 0 } ^ { \infty } \frac { ( - 1 ) ^ { n + 1 } } { ( n + 2 ) ! ( n + 1 ) } \left( \frac { 1 } { 2 } \right) ^ { n + 1 } \left( \frac { Q ^ { 2 } } { k ^ { 2 } } \right) ^ { n + 1 },4fc97bbb71.png
"\Psi _ { 0 } = \frac { 1 } { ( \dot { \alpha } _ { 0 } l ) ^ { 2 } } \Phi _ { 0 } \ll \Phi _ { 0 } ,",2167c1f31c.png
"\widetilde { \Lambda } _ { i } ( m ^ { 2 } , t ) = \int _ { - \infty } ^ { \infty } d \mu ( k ) \, \, k ^ { - 4 }",1828ac9223.png
a _ { 2 } ^ { ( 2 B ) } = \alpha _ { Y u } ^ { t } ( m _ { H } + 2 m _ { t } ) = \frac { 1 } { 4 } \alpha _ { 2 } ( m _ { H } + 2 m _ { t } ) \left( \frac { m _ { t } } { m _ { W } } \right) ^ { 2 } .,7f3c7e4456.png
"\Psi _ { \lambda _ { i } } ( Z _ { i } , \tau ) = \frac { e x p \left[ i ( \frac { \dot { \sigma } } { 2 \hbar \sigma _ { i } } Z _ { i } ^ { 2 } + \alpha _ { \lambda { i } } ( \tau ) + \frac { \lambda _ { i } Z _ { i } } { \sigma _ { i } } ) \right] } { \sigma _ { i } ^ { 1 / 2 } }",713a9a2401.png
d x ^ { + } = d x ^ { + } - \theta ( x ^ { - } ) ~ { \frac { 4 G p _ { 0 } ~ d R } { R } },3c62fcd764.png
"= ( p _ { \mu } - g \hat { A } _ { \mu } ) ( p ^ { \mu } - g \hat { A } ^ { \mu } ) + { \frac { i } { 4 } } g ( \sigma . \hat { F } ) + O ( \theta ^ { 2 } ) ,",5b12ce020b.png
"\frac { I _ { 3 } } { x _ { 0 } y } - \frac { y I _ { 3 } } { x _ { 0 } ( x _ { 0 } ^ { 2 } + y ^ { 2 } ) } = \frac { x _ { 0 } I _ { 3 } } { y ( x _ { 0 } ^ { 2 } + y ^ { 2 } ) } \, .",1b79daad48.png
\delta \Gamma _ { W Z } [ \widetilde { \phi } ] \ = \ - \frac { i } { 4 \pi } \int _ { \Sigma } T r \left( \phi ^ { - 1 } \delta \phi ( \phi ^ { - 1 } d \phi ) ^ { 2 } \right) \ = \ 0 \ .,4ff340cb85.png
y ^ { 2 } = x ^ { 3 } + f _ { 8 } ( z ^ { \prime } ) z ^ { 4 } x + g _ { 1 2 - n } ( z ^ { \prime } ) z ^ { 5 } + g _ { 1 2 } ( z ^ { \prime } ) z ^ { 6 } + g _ { 1 2 + n } ( z ^ { \prime } ) z ^ { 7 },29abbb9506.png
